SIRUTA,LN_Pop2018_Pop2011,PopAdj,Pop2011Offset,EmpPublic,EmpLocal,EmpForeign,EmpForeign_BusinessServices,EmpLocal_BusinessServices,EmpForeign_Manufacturing,EmpLocal_Manufacturing,EmpForeign_BusServ_Core,EmpForeign_BusServ_CoreofPeri,EmpForeign_BusServ_Periurban,EmpForeign_BusServ_Village,EmpLocal_BusServ_Core,EmpLocal_BusServ_CoreofPeri,EmpLocal_BusServ_Periurban,EmpLocal_BusServ_Village,EmpForeign_Man_Core,EmpForeign_Man_CoreofPeri,EmpForeign_Man_Periurban,EmpForeign_Man_Village,EmpLocal_Man_Core,EmpLocal_Man_CoreofPeri,EmpLocal_Man_Periurban,EmpLocal_Man_Village,D_PIT_USDdef,D_Turnover_USDdef
148453,-0.045831808,4691,8.499232866,0.019110621,0.030503491,0.001102536,0,0.02173913,0,0.050724638,0,0,0,0,0,0,0,0.02173913,0,0,0,0,0,0,0,0.050724638,0.590937913,2.210273779
148514,-0.059241862,4555,8.483222672,0.017367812,0.035507526,0.003473562,0,0.02739726,0,0.006849315,0,0,0,0,0,0,0,0.02739726,0,0,0,0,0,0,0,0.006849315,0.763173776,0.026518954
148612,-0.019171845,6561,8.808070155,0.014360938,0.030636668,0.002632839,0,0.085427136,0,0.180904523,0,0.000298151,0,0,0,0.132379249,0.085427136,0,0,0.055456172,0,0,0,0.202742993,0.180904523,0,0.688099677,-1.059720401
148667,0.016024891,5913,8.668883705,0.016656752,0.06543724,0.004164188,0,0.175862069,0,0.220689655,0,0,0,0,0,0,0,0.175862069,0,0,0,0,0,0,0,0.220689655,0.647254643,0.363796568
148694,0.046493087,5305,8.529911964,0.018904197,0.136494713,0,0,0.024742268,0,0.115463918,0,0.007133421,0,0,0,0.110303831,0.024742268,0,0,0.229326288,0,0,0,0.120343461,0.115463918,0,0.618131024,0.232137775
148729,-0.038433665,3471,8.190631681,0.015009381,0.114446529,0,0,0.014492754,0,0.427536232,0,0.003377341,0,0,0,0.155664722,0.014492754,0,0,0.135400675,0,0,0,0.135093644,0.427536232,0,0.862114941,1.071402071
148765,-0.051456721,3977,8.339739766,0.017578905,0.123052337,0.002796644,0,0.027855153,0,0.22005571,0,0,0,0,0,0,0,0.027855153,0,0,0,0,0,0,0,0.22005571,1.146225186,0.646234632
148872,-0.00938974,2756,7.930925372,0.015706806,0.069808028,0.001163467,0,0.087248322,0.013422819,0.174496644,0,0,0,0,0,0,0,0.087248322,0,0,0,0.013422819,0,0,0,0.174496644,0.309160897,-0.009261287
148916,-0.012472773,2948,8.001355026,0.017042331,0.033534909,0.00219901,0,0.020833333,0.041666667,0,0,0.014981273,0,0,0,0.080524345,0.020833333,0,0,0.222846442,0.041666667,0,0,0.071161049,0,0,0.742768431,0.060250256
148970,0.023830443,5478,8.584664907,0.018734644,0.053439803,0.003071253,0,0.004081633,0.040816327,0.069387755,0,0,0,0,0,0.052123552,0.004081633,0,0,0,0.040816327,0,0,0.088803089,0.069387755,0,1.19163992,1.046364388
149049,-0.032269685,3598,8.2204031,0.017036655,0.075890552,0,0,0.044444444,0,0.522222222,0,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,0,0.522222222,0.622420418,0.671467051
149101,-0.048850262,2377,7.822444729,0.014522822,0.154218534,0,0,0.040983607,0,0.56147541,0,0.007133421,0,0,0,0.110303831,0.040983607,0,0,0.229326288,0,0,0,0.120343461,0.56147541,0,-0.404181742,0.668523597
149138,-0.101300185,2073,7.738052298,0.01988218,0.044918999,0.117083947,0,0.032388664,0,0.056680162,0,0,0,0,0,0.241130298,0.032388664,0,0,0.087598116,0,0,0,0.10266876,0.056680162,0,-0.660642506,1.219426397
149183,-0.053411842,2169,7.735433352,0.030039526,0.02687747,0,0,0,0,0.263888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263888889,-1.110333977,-0.826285852
149227,-0.012742743,10215,9.244355251,0.026222078,0.075105212,0.000485594,0,0.022257552,0,0.3290938,0,0,0,0,0,0.023489933,0.022257552,0,0,0,0,0,0,0.130872483,0.3290938,0,0.442431383,1.355975236
149290,0.061403214,11082,9.251674235,0.016478005,0.158475426,0.000573148,0.001632653,0.034285714,0.000816327,0.142040816,0,0,0.001632653,0,0,0.176767677,0.034285714,0,0,0,0.000816327,0,0,0.060606061,0.142040816,0,1.20462742,0.044328143
149316,0.006946259,7801,8.955060951,0.018721077,0.119899032,0.027976441,0.16540404,0.03030303,0,0.21969697,0,0,0,0.16540404,0,0,0,0.03030303,0,0,0,0,0,0,0,0.21969697,1.065979677,1.060224996
149370,0.024345265,3742,8.203030242,0.01826678,0.103228547,0.000849618,0,0.100694444,0,0.097222222,0,0.000298151,0,0,0,0.132379249,0.100694444,0,0,0.055456172,0,0,0,0.202742993,0.097222222,0,-0.559743002,0.59741766
149414,0.146775636,5809,8.520388082,0.014017382,0.165405102,0.010092515,0,0.093195266,0,0.066568047,0,0.018957486,0,0,0,0.137979834,0.093195266,0,0,0.03800342,0,0,0,0.124565128,0.066568047,0,0.00947966,0.929063835
149502,-0.030026469,2034,7.647786045,0.021523179,0.022350993,0,0,0.094339623,0,0.20754717,0,0,0,0,0,0,0,0.094339623,0,0,0,0,0,0,0,0.20754717,0.444864522,0.285166637
149539,-0.006527188,5192,8.561401446,0.019880088,0.140738403,0.001262228,0,0.074074074,0,0.307992203,0,0,0,0,0,0,0,0.074074074,0,0,0,0,0,0,0,0.307992203,-1.007530861,0.873010368
149584,-0.10832641,1818,7.613818685,0.018099548,0.013574661,0.010859729,0,0.021276596,0,0,0,0.014981273,0,0,0,0.080524345,0.021276596,0,0,0.222846442,0,0,0,0.071161049,0,0,0.512378223,2.535812079
149655,-0.011725693,3137,8.062747901,0.015463918,0.043580131,0.000937207,0,0.0703125,0.015625,0.1875,0,0,0,0,0,0.044529262,0.0703125,0,0,0,0.015625,0,0,0.190839695,0.1875,0,-0.792857412,0.672965614
149682,-0.021969249,2251,7.74109909,0.01744186,0.087936047,0,0,0.075862069,0,0.089655172,0,0,0,0,0,0.044529262,0.075862069,0,0,0,0,0,0,0.190839695,0.089655172,0,0.202846208,0.88347449
149753,0.017193348,6101,8.699014623,0.013045793,0.063365282,0,0,0.038327526,0,0.212543554,0,0.000298151,0,0,0,0.132379249,0.038327526,0,0,0.055456172,0,0,0,0.202742993,0.212543554,0,0.519811342,1.371237234
149780,-0.038163217,2802,7.976251944,0.029149316,0.027959548,0,0,0.270833333,0,0.0625,0,0.000298151,0,0,0,0.132379249,0.270833333,0,0,0.055456172,0,0,0,0.202742993,0.0625,0,-0.294179931,-0.400573846
149833,0.099883359,5523,8.516793111,0.015843998,0.041438147,0.00274223,0,0.045685279,0,0.203045685,0,0.018957486,0,0,0,0.137979834,0.045685279,0,0,0.03800342,0,0,0,0.124565128,0.203045685,0,0.244720842,1.798030043
149851,0.002183884,2292,7.734996194,0.020408163,0.109781844,0.005629838,0,0.056994819,0,0.424870466,0,0,0,0,0,0,0,0.056994819,0,0,0,0,0,0,0,0.424870466,0.272520826,0.621223807
149931,-0.001342733,2977,8.000014094,0.024364407,0.23940678,0,0,0.120481928,0,0.118473896,0,0.003377341,0,0,0,0.155664722,0.120481928,0,0,0.135400675,0,0,0,0.135093644,0.118473896,0,0.67466563,0.217131056
149968,0.013022123,7111,8.856376037,0.01999535,0.017205301,0,0,0.0125,0,0.075,0,0.004429445,0,0,0,0.091330943,0.0125,0,0,0.096815018,0,0,0,0.168740772,0.075,0,0.947601572,0.335347778
150043,-0.008722477,3881,8.272570608,0.02016129,0.084274194,0,0,0.077220077,0,0.173745174,0,0,0,0,0,0.034650456,0.077220077,0,0,0,0,0,0,0.525835866,0.173745174,0,1.109761801,0.593043834
150070,-0.040109174,4154,8.371936179,0.013486712,0.051170171,0.000396668,0,0.030487805,0,0.012195122,0,0.004429445,0,0,0,0.091330943,0.030487805,0,0,0.096815018,0,0,0,0.168740772,0.012195122,0,0.400469328,1.573883688
150114,0.000582242,5154,8.54694615,0.014869888,0.001548947,0,0,0,0,0.075471698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075471698,1.381752956,-4.737183156
150178,0.010982417,2472,7.801800402,0.015343562,0.162108072,0,0,0.191729323,0,0.285714286,0,0.003377341,0,0,0,0.155664722,0.191729323,0,0,0.135400675,0,0,0,0.135093644,0.285714286,0,0.353334691,0.215386681
150196,0.030629253,4608,8.404919949,0.015297047,0.034863038,0,0,0.007092199,0,0.184397163,0,0.007133421,0,0,0,0.110303831,0.007092199,0,0,0.229326288,0,0,0,0.120343461,0.184397163,0,0.895316371,-0.688192989
150221,-0.038318864,2944,8.025843344,0.018879056,0.013569322,0,0,0.072727273,0,0.036363636,0,0,0,0,0,0.12371134,0.072727273,0,0,0,0,0,0,0.103092784,0.036363636,0,-0.185992631,1.892059153
150258,0.029966141,5623,8.604654467,0.017119244,0.099763872,0.000295159,0,0.01511335,0,0.226700252,0,0.000298151,0,0,0,0.132379249,0.01511335,0,0,0.055456172,0,0,0,0.202742993,0.226700252,0,-0.552684759,0.937893703
150294,0.002585985,5808,8.664405571,0.013690816,0.045065602,0,0,0.038834951,0,0.160194175,0,0,0,0,0,0.034650456,0.038834951,0,0,0,0,0,0,0.525835866,0.160194175,0,0.005214979,0.5987526
150310,-0.014163707,3365,8.135346949,0.015926641,0.061293436,0.00530888,0,0.005847953,0,0.087719298,0,0,0,0,0,0,0,0.005847953,0,0,0,0,0,0,0,0.087719298,0.10060247,3.149730794
150356,-0.01271618,6095,8.727940222,0.017751479,0.068585261,0,0,0.009345794,0,0.38317757,0,0,0,0,0,0,0,0.009345794,0,0,0,0,0,0,0,0.38317757,0.565344329,1.008318279
150418,0.036987654,3167,8.023552392,0.028125,0.1203125,0,0,0.266666667,0,0.428070175,0,0,0,0,0,0,0,0.266666667,0,0,0,0,0,0,0,0.428070175,0.13187618,0.448218659
150445,-0.030086363,4158,8.362875831,0.015891033,0.129776769,0.005675369,0,0.0925,0.035,0.3025,0,0,0,0,0,0.241130298,0.0925,0,0,0.087598116,0.035,0,0,0.10266876,0.3025,0,-0.710620979,0.374117146
150524,-0.012999255,5350,8.597851094,0.032125984,0.031496063,0,0,0.04950495,0,0.02970297,0,0,0,0,0,0.052123552,0.04950495,0,0,0,0,0,0,0.088803089,0.02970297,0,0.824017339,0.772358732
150588,0.030267443,8117,8.971448464,0.020524017,0.053930131,0,0,0.017595308,0,0.117302053,0,0,0,0,0,0,0,0.017595308,0,0,0,0,0,0,0,0.117302053,0.221327844,1.202622145
150702,-0.019750477,2256,7.74109909,0.028136882,0.017490494,0,0,0.016666667,0,0.083333333,0,0,0,0,0,0,0,0.016666667,0,0,0,0,0,0,0,0.083333333,-0.034725935,0.668239944
150766,-0.039092214,4490,8.448700195,0.019078474,0.043196544,0.000719942,0,0.051428571,0.011428571,0.382857143,0,0,0,0,0,0,0,0.051428571,0,0,0,0.011428571,0,0,0,0.382857143,0.370291512,-0.117779295
150891,0.086274171,4561,8.339023006,0.022397345,0.01907922,0,0,0.02,0,0.28,0,0.000298151,0,0,0,0.132379249,0.02,0,0,0.055456172,0,0,0,0.202742993,0.28,0,0.349875053,1.274538533
150935,0.013736929,6157,8.711607996,0.014901543,0.12639702,0.022884513,0.009724473,0.081037277,0.129659643,0.273905997,0,0.003377341,0.009724473,0,0,0.155664722,0.081037277,0,0,0.135400675,0.129659643,0,0,0.135093644,0.273905997,0,0.182327601,0.706713486
150980,-0.035255771,4403,8.425297177,0.01421092,0.048990277,0,0,0.065088757,0,0.272189349,0,0.003377341,0,0,0,0.155664722,0.065088757,0,0,0.135400675,0,0,0,0.135093644,0.272189349,0,-0.130765583,0.244535561
151022,0.00040434,7421,8.911664758,0.013837031,0.120360202,0.008785416,0,0.086021505,0.001536098,0.470046083,0,0,0,0,0,0,0,0.086021505,0,0,0,0.001536098,0,0,0,0.470046083,0.743622101,0.259134017
151077,0.036265744,6542,8.749732464,0.014591195,0.081509434,0.000754717,0.007792208,0.064935065,0,0.436363636,0,0,0.007792208,0,0,0.034650456,0.064935065,0,0,0,0,0,0,0.525835866,0.436363636,0,1.291463217,0.840242701
151095,0.063080857,16407,9.642382495,0.027606732,0.141215107,0,0,0.034650456,0,0.525835866,0,0,0,0,0.034650456,0,0,0,0,0,0,0,0.525835866,0,0,0,0.369131767,0.505012288
151120,0.066151443,5874,8.612139669,0.015186916,0.150116822,0.000584112,0.001760563,0.040492958,0,0.258802817,0,0.007133421,0.001760563,0,0,0.110303831,0.040492958,0,0,0.229326288,0,0,0,0.120343461,0.258802817,0,0.377680019,1.191142349
151157,-0.030635761,3568,8.210396255,0.022088353,0.00753012,0,0,0.06779661,0,0.06779661,0,0,0,0,0,0,0,0.06779661,0,0,0,0,0,0,0,0.06779661,0.920044812,0.631010401
151246,-0.043868087,3055,8.068402959,0.020607375,0.015184382,0,0,0.015151515,0,0,0,0,0,0,0,0,0,0.015151515,0,0,0,0,0,0,0,0,1.087885675,1.173375042
151344,-0.005268369,6058,8.714403361,0.022727273,0.052847755,0.000273823,0,0.014440433,0,0.194945848,0,0,0,0,0,0,0,0.014440433,0,0,0,0,0,0,0,0.194945848,1.579808003,0.70586854
151433,0.027873426,2401,7.75576717,0.016654598,0.099927589,0,0,0.00621118,0,0.080745342,0,0,0,0,0,0.052123552,0.00621118,0,0,0,0,0,0,0.088803089,0.080745342,0,-0.5617854,0.824622098
151442,0.127188482,4580,8.302265795,0.022151899,0.105617089,0,0,0.012383901,0,0.099071207,0,0.007133421,0,0,0,0.110303831,0.012383901,0,0,0.229326288,0,0,0,0.120343461,0.099071207,0,0.305357825,0.89615431
151451,-0.046109863,1441,7.319202459,0.024149286,0.110867179,0.009879254,0.015151515,0.196969697,0,0.151515152,0,0,0,0.015151515,0,0,0,0.196969697,0,0,0,0,0,0,0,0.151515152,0.524947477,0.529061105
151460,0.017439634,3297,8.083328609,0.017391304,0.055555556,0,0,0.039735099,0,0.01986755,0,0,0,0,0,0,0,0.039735099,0,0,0,0,0,0,0,0.01986755,0.021367555,0.867237643
151479,0.062018905,5338,8.520587424,0.015468608,0.042766151,0,0,0.072916667,0,0.291666667,0,0.007133421,0,0,0,0.110303831,0.072916667,0,0,0.229326288,0,0,0,0.120343461,0.291666667,0,1.00286301,0.67348327
151488,0.009621009,2611,7.857867559,0.011466506,0.149668075,0.013277007,0,0.107266436,0.020761246,0.173010381,0,0.004429445,0,0,0,0.091330943,0.107266436,0,0,0.096815018,0.020761246,0,0,0.168740772,0.173010381,0,-0.275021032,1.135506831
151497,-0.018018506,1485,7.321188557,0.023504274,0.11965812,0.003205128,0.02189781,0.116788321,0,0.299270073,0,0,0,0.02189781,0,0,0,0.116788321,0,0,0,0,0,0,0,0.299270073,0.45218294,0.242741027
151503,0.035434373,2499,7.788211558,0.019781719,0.030695771,0,0,0.256756757,0,0.067567568,0,0.000298151,0,0,0,0.132379249,0.256756757,0,0,0.055456172,0,0,0,0.202742993,0.067567568,0,-1.179056865,1.338780184
151512,0.008868676,3964,8.27614022,0.019305019,0.015444015,0,0,0.049382716,0,0.049382716,0,0,0,0,0,0.12371134,0.049382716,0,0,0,0,0,0,0.103092784,0.049382716,0,0.84666725,1.62987252
151521,0.073000184,2429,7.722234745,0.022988506,0.019923372,0,0,0.089285714,0,0.107142857,0,0.007133421,0,0,0,0.110303831,0.089285714,0,0,0.229326288,0,0,0,0.120343461,0.107142857,0,0.287491573,0
151530,-0.080455079,1492,7.38832786,0.026829268,0.01097561,0,0,0.225806452,0,0,0,0,0,0,0,0,0,0.225806452,0,0,0,0,0,0,0,0,0.503084656,0
151549,0.06535186,2624,7.80710329,0.021157436,0.026757934,0,0,0,0,0.051948052,0,0.004429445,0,0,0,0.091330943,0,0,0,0.096815018,0,0,0,0.168740772,0.051948052,0,0.140153215,0
151558,0.141125454,5174,8.410275909,0.017115805,0.037144938,0,0,0,0,0.22147651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22147651,1.15730504,5.459407695
151567,-0.02927931,2154,7.704361168,0.023927393,0.018151815,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.822044772,-0.39419811
151576,0.04686766,3014,7.964155719,0.023655914,0.025806452,0,0,0.304347826,0,0.054347826,0,0,0,0,0,0,0,0.304347826,0,0,0,0,0,0,0,0.054347826,0.022594867,0
151585,0.033837815,2164,7.645875825,0.017898833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.653125029,0
151683,-0.110235359,28608,10.37167704,0.030743188,0.149129034,0.046851963,0.003371869,0.137524085,0.193641618,0.207129094,0.003371869,0,0,0,0.137524085,0,0,0,0.193641618,0,0,0,0.207129094,0,0,0,0.110005053,0.107136858
151709,-0.071256104,1530,7.404279118,0.025940337,0.095979248,0,0,0.010638298,0,0.053191489,0,0.003371869,0,0,0,0.137524085,0.010638298,0,0,0.193641618,0,0,0,0.207129094,0.053191489,0,0.538655784,0.948433783
151736,-0.1141895,5018,8.634976227,0.013945578,0.047278912,0,0,0.072222222,0,0,0,0.003371869,0,0,0,0.137524085,0.072222222,0,0,0.193641618,0,0,0,0.207129094,0,0,1.157650597,1.829146577
151763,-0.124759184,2476,7.939158818,0.017191977,0.141833811,0,0,0.004504505,0,0.027027027,0,0.003371869,0,0,0,0.137524085,0.004504505,0,0,0.193641618,0,0,0,0.207129094,0.027027027,0,0.53890261,1.121415677
151790,-0.072846665,50433,10.90124767,0.051612903,0.305056264,0.144756189,0.009216038,0.153500898,0.170616397,0.088150808,0.009216038,0,0,0,0.153500898,0,0,0,0.170616397,0,0,0,0.088150808,0,0,0,0.026424487,0.16429529
151816,-0.022759795,3562,8.200837258,0.014292095,0.21214828,0.002679768,0,0.142300195,0,0.352826511,0,0.009216038,0,0,0,0.153500898,0.142300195,0,0,0.170616397,0,0,0,0.088150808,0.352826511,0,0.86927334,0.045393234
151834,-0.056015521,4426,8.451267041,0.034883721,0.134108527,0.029069767,0,0.037181996,0.125244618,0.285714286,0,0.009216038,0,0,0,0.153500898,0.037181996,0,0,0.170616397,0.125244618,0,0,0.088150808,0.285714286,0,0.830365846,-0.119051212
151870,-0.091795789,31329,10.44409525,0.038604533,0.159765724,0.052610135,0.008116883,0.095779221,0.169642857,0.16700487,0.008116883,0,0,0,0.095779221,0,0,0,0.169642857,0,0,0,0.16700487,0,0,0,0.516042273,0.464706936
151905,-0.04934004,11428,9.393161804,0.053545998,0.189119909,0.028054685,0.073119411,0.114150447,0,0.049973698,0.073119411,0,0,0,0.114150447,0,0,0,0,0,0,0,0.049973698,0,0,0,0.361894629,0.573124556
151932,-0.109895671,1386,7.344072851,0.025608195,0.012804097,0,0,0,0,0,0,0.073119411,0,0,0,0.114150447,0,0,0,0,0,0,0,0.049973698,0,0,0.468368701,0.293807046
151978,-0.081521598,14917,9.691778379,0.028659052,0.152390017,0.037013536,0,0.053831232,0.137245393,0.161493695,0,0,0,0,0.053831232,0,0,0,0.137245393,0,0,0,0.161493695,0,0,0,0.028560026,-0.931474583
151996,-0.226223636,1556,7.576097341,0.050492611,0.083743842,0,0,0.018348624,0,0.009174312,0,0,0,0,0,0,0,0.018348624,0,0,0,0,0,0,0,0.009174312,0.362245548,0.414992981
152038,-0.096548649,2861,8.055475142,0.010976314,0.012131716,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.443561339,-0.663799422
152083,-0.031707438,3787,8.271036866,0.014267185,0.091223519,0.005620406,0,0.027237354,0,0.007782101,0,0.073119411,0,0,0,0.114150447,0.027237354,0,0,0,0,0,0,0.049973698,0.007782101,0,0.605347303,1.033800619
152127,-0.176799373,2058,7.806289289,0.025911708,0.068138196,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,-0.547787584,0.308055039
152172,-0.141379649,4807,8.619208117,0.021300875,0.039178395,0,0,0.031446541,0,0.081761006,0,0,0,0,0,0,0,0.031446541,0,0,0,0,0,0,0,0.081761006,0.63717842,0.543970273
152234,-0.106740554,3693,8.320934969,0.014683544,0.046075949,0,0,0.108333333,0,0.058333333,0,0,0,0,0,0.053831232,0.108333333,0,0,0.137245393,0,0,0,0.161493695,0.058333333,0,0.344825727,-0.807454807
152252,-0.069464868,2683,7.964155719,0.016843419,0.05801622,0,0,0.141666667,0,0.008333333,0,0,0,0,0,0,0,0.141666667,0,0,0,0,0,0,0,0.008333333,0.199222713,0.883193455
152270,-0.080042708,972,6.959398512,0.023715415,0.075098814,0.003952569,0,0.019230769,0,0.057692308,0,0,0,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0.057692308,0.510302555,-0.342259175
152314,-0.068633998,1858,7.595889918,0.026838966,0.003976143,0.014910537,0,0,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02173913,0.624568131,-1.657178932
152332,-0.051420572,4321,8.422662708,0.011941448,0.020801233,0.004622496,0,0.030927835,0,0.113402062,0,0,0,0,0,0,0,0.030927835,0,0,0,0,0,0,0,0.113402062,0.788745456,0.932498866
152350,-0.129069167,2976,8.127404563,0.021478206,0.053695515,0,0,0.016806723,0,0.008403361,0,0,0,0,0,0,0,0.016806723,0,0,0,0,0,0,0,0.008403361,0.240838643,1.079352303
152412,-0.143763242,1811,7.645397699,0.025345622,0.050691244,0,0,0.03030303,0,0,0,0,0,0,0,0,0,0.03030303,0,0,0,0,0,0,0,0,0.895302247,0.391088678
152467,-0.140938611,2068,7.775275846,0.028745645,0.022648084,0,0,0,0,0,0,0.008116883,0,0,0,0.095779221,0,0,0,0.169642857,0,0,0,0.16700487,0,0,1.328779243,0.551399611
152500,-0.078908461,2850,8.033982735,0.01748041,0.037371911,0,0,0,0,0.043956044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043956044,0.55920702,1.620980546
152528,-0.153702751,2552,7.998335396,0.020694752,0.014781966,0.014042868,0,0.029850746,0,0.029850746,0,0,0,0,0,0,0,0.029850746,0,0,0,0,0,0,0,0.029850746,0.605852322,0.261031188
152564,-0.090040958,3131,8.139148679,0.019807583,0.015846067,0.014714205,0,0.011235955,0,0,0,0,0,0,0,0,0,0.011235955,0,0,0,0,0,0,0,0,0.538475389,0.283700807
152582,-0.042267857,2571,7.894318064,0.026086957,0.041471572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.547421273,2.170849487
152617,-0.145130528,2625,8.017966703,0.027165932,0.046989721,0,0,0,0,0.277227723,0,0.008116883,0,0,0,0.095779221,0,0,0,0.169642857,0,0,0,0.16700487,0.277227723,0,1.188165687,1.39285829
152662,-0.10845371,1388,7.344072851,0.024516129,0.091612903,0,0,0,0,0.377777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377777778,0.740040176,-0.453193253
152724,-0.13934122,1137,7.175489714,0.035439137,0.001540832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587042487,-0.016402311
152760,-0.096522134,4273,8.456593569,0.013136943,0.09593949,0,0,0.054744526,0,0.051094891,0,0,0,0,0,0,0,0.054744526,0,0,0,0,0,0,0,0.051094891,0.839627383,0.779376452
152797,-0.134872974,1676,7.559038255,0.03490991,0.010135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942360964,0.181094929
152868,-0.014104606,2112,7.669495251,0.022970904,0.041347626,0.006891271,0,0.064516129,0,0,0,0,0,0,0,0,0,0.064516129,0,0,0,0,0,0,0,0,0.557796639,2.664451443
152902,-0.097168369,4008,8.393216012,0.027123166,0.104935527,0.032458871,0,0.021621622,0,0.083783784,0,0,0,0,0,0,0,0.021621622,0,0,0,0,0,0,0,0.083783784,0.402115234,0.151999685
152948,-0.078288137,3291,8.177234886,0.017847183,0.056887897,0,0,0,0,0.052238806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052238806,0.552868919,0.050489388
152993,-0.150034507,1878,7.687997166,0.022900763,0.048664122,0,0,0.026666667,0,0,0,0,0,0,0,0.053831232,0.026666667,0,0,0.137245393,0,0,0,0.161493695,0,0,0.006108522,1.167521837
153026,-0.11760968,2564,7.966933498,0.023588277,0.041458184,0.002859185,0,0.063157895,0,0.178947368,0,0,0,0,0,0,0,0.063157895,0,0,0,0,0,0,0,0.178947368,0.48049173,-0.006635179
153062,-0.073998245,2604,7.938802248,0.01503268,0.099346405,0.003921569,0,0.082872928,0.005524862,0.022099448,0,0,0,0,0,0,0,0.082872928,0,0,0,0.005524862,0,0,0,0.022099448,0.439523092,1.046749641
153106,-0.13684921,2332,7.891330758,0.011144131,0.018573551,0.001485884,0,0.095238095,0,0.047619048,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0.047619048,0.206321901,1.209955057
153124,-0.089035321,2180,7.776115477,0.01910299,0.065614618,0.009136213,0,0,0,0.03539823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03539823,0.694244465,-0.485042795
153151,-0.035394286,3414,8.171034189,0.021,0.033,0,0,0.111111111,0,0.166666667,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0.166666667,0.648155883,1.297585133
153204,-0.110044958,2364,7.878155337,0.014583333,0.038194444,0.009027778,0,0.033707865,0.146067416,0.02247191,0,0.009216038,0,0,0,0.153500898,0.033707865,0,0,0.170616397,0.146067416,0,0,0.088150808,0.02247191,0,0.861011375,0.172762841
153240,-0.120699314,2549,7.964155719,0.020026702,0.024032043,0.023364486,0,0.00990099,0,0,0,0.009216038,0,0,0,0.153500898,0.00990099,0,0,0.170616397,0,0,0,0.088150808,0,0,0.582961444,0.350948901
153277,-0.081035264,4028,8.382060517,0.010895884,0.082324455,0.001210654,0,0.038461538,0,0.153846154,0,0.008116883,0,0,0,0.095779221,0.038461538,0,0,0.169642857,0,0,0,0.16700487,0.153846154,0,0.216708724,0.137508804
153295,-0.067543596,2762,7.99125393,0.021122112,0.034323432,0,0,0.023809524,0,0.023809524,0,0.073119411,0,0,0,0.114150447,0.023809524,0,0,0,0,0,0,0.049973698,0.023809524,0,0.328415611,0
153339,-0.0688624,3577,8.251142139,0.022360894,0.053562142,0.000520021,0,0.170068027,0,0.006802721,0,0.009216038,0,0,0,0.153500898,0.170068027,0,0,0.170616397,0,0,0,0.088150808,0.006802721,0,0.048069869,-0.047048351
153384,-0.107459152,1428,7.371489295,0.024173028,0.041984733,0,0,0.230769231,0,0,0,0,0,0,0,0,0,0.230769231,0,0,0,0,0,0,0,0,0.402860583,1.869832005
153400,-0.091641243,2532,7.928406026,0.018157364,0.026227303,0,0,0.015151515,0,0,0,0,0,0,0,0.053831232,0.015151515,0,0,0.137245393,0,0,0,0.161493695,0,0,0.297680632,1.067747568
153437,-0.137765535,1090,7.13169851,0.02016129,0.004032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729747279,0.746950791
153473,-0.037692904,3124,8.084562415,0.043703278,0.066705003,0,0,0.041666667,0,0.322916667,0,0,0,0,0,0,0,0.041666667,0,0,0,0,0,0,0,0.322916667,-0.340946833,-0.342584904
153507,-0.079269046,7261,8.969541885,0.015724008,0.050457639,0.00281624,0,0.142857143,0,0.040816327,0,0.009216038,0,0,0,0.153500898,0.142857143,0,0,0.170616397,0,0,0,0.088150808,0.040816327,0,0.614290874,0.623030643
153543,-0.078942726,6927,8.922124824,0.010140585,0.060382577,0,0,0.032679739,0,0.078431373,0,0.008116883,0,0,0,0.095779221,0.032679739,0,0,0.169642857,0,0,0,0.16700487,0.078431373,0,0.461066945,0.002589439
